job_execution_id	job_data_raw_id	assay_id	target_id	molecule_id	cs_id	relation	standard_units	standard_value	activity_type	inchi	inchikey	smiles	ro5violations	target_organism	pmid	full_mwt	compound_pref_label	assay_description	target_title	
15	171686	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1692728	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL308954	http://ops.rsc.org/OPS1727087			null	Activity	InChI=1S/C20H15BrN6O/c1-11-7-14(10-23)8-12(2)17(11)28-19-16(21)18(24)26-20(27-19)25-15-5-3-13(9-22)4-6-15/h3-8H,1-2H3,(H3,24,25,26,27)	PYGWGZALEOIKDF-UHFFFAOYSA-N	CC1=CC(=CC(=C1OC2=NC(=NC(=C2Br)N)NC3=CC=C(C=C3)C#N)C)C#N	0.000	Homo sapiens	http://identifiers.org/pubmed/21189339	435.277		Induction of BCRP activity	ATP-binding cassette sub-family G member 2	
15	171340	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL919517	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL222443	http://ops.rsc.org/OPS1592920	=	%	12.000	Activity	InChI=1S/C18H14O7/c1-7-12(19)11-13(20)10-8-5-3-4-6-9(8)24-18(22)17(10)25-16(11)14(21)15(7)23-2/h3-6,18-19,21-22H,1-2H3	HHXXBQGRDHVKRB-UHFFFAOYSA-N	CC1=C(C2=C(C(=C1OC)O)OC3=C(C2=O)C4=CC=CC=C4OC3O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/17341062	342.300		Inhibition of BCRP expressed in human HEK293 cells assessed as maximal mitoxantrone accumulation at 20 uM relative control	ATP-binding cassette sub-family G member 2	
15	171303	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL3111892	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2011288	http://ops.rsc.org/OPS594173	=	%	103.500	Activity	InChI=1S/C28H23BrN2O5/c1-34-20-9-10-22-21(13-20)18(15-31-22)11-12-30-28(33)26-14-23(32)27-24(3-2-4-25(27)36-26)35-16-17-5-7-19(29)8-6-17/h2-10,13-15,31H,11-12,16H2,1H3,(H,30,33)	YOURSKBAKQLDQW-UHFFFAOYSA-N	COC1=CC2=C(C=C1)NC=C2CCNC(=O)C3=CC(=O)C4=C(O3)C=CC=C4OCC5=CC=C(C=C5)Br	1.000	Homo sapiens	http://identifiers.org/pubmed/24304387	547.397		Binding affinity to ABCG2 (unknown origin) expressed in HEK293 cells assessed as modulation of 5D3 binding at 5 uM after 45 mins by flow cytometric analysis relative to Ko143	ATP-binding cassette sub-family G member 2	
15	171011	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077495	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL91867	http://ops.rsc.org/OPS1474321			null	Activity	InChI=1S/C18H13BrN4O/c1-2-4-17(24)22-14-7-8-16-15(10-14)18(21-11-20-16)23-13-6-3-5-12(19)9-13/h3,5-11H,1H3,(H,22,24)(H,20,21,23)	BTYYWOYVBXILOJ-UHFFFAOYSA-N	CC#CC(=O)NC1=CC2=C(C=C1)N=CN=C2NC3=CC(=CC=C3)Br	0.000	Homo sapiens	http://identifiers.org/pubmed/15155841	381.226		TP_TRANSPORTER: stimulation of ATPase activity (0.1~1 u M) in BCRP-expressing Sf9 cells	ATP-binding cassette sub-family G member 2	
15	171335	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL919516	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL222134	http://ops.rsc.org/OPS1626592	=	%	29.000	Activity	InChI=1S/C16H10O6/c17-7-5-9(18)13-11(6-7)21-15-12(14(13)19)8-3-1-2-4-10(8)22-16(15)20/h1-6,16-18,20H	HMCJSHNAURZDNI-UHFFFAOYSA-N	C1=CC=C2C(=C1)C3=C(C(O2)O)OC4=CC(=CC(=C4C3=O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/17341062	298.247		Inhibition of BCRP expressed in human HEK293 cells assessed as maximal mitoxantrone accumulation at 10 uM relative control	ATP-binding cassette sub-family G member 2	
15	170926	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076846	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074730	http://ops.rsc.org/OPS1661967			null	Activity	InChI=1S/C34H33N3O5.ClH/c1-40-28-9-5-7-26-32(28)36-31-25(33(26)38)6-4-8-27(31)34(39)35-24-12-10-21(11-13-24)14-16-37-17-15-22-18-29(41-2)30(42-3)19-23(22)20-37;/h4-13,18-19H,14-17,20H2,1-3H3,(H,35,39)(H,36,38);1H	IQOJZZHRYSSFJM-UHFFFAOYSA-N	COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC.Cl	null	Homo sapiens	http://identifiers.org/pubmed/11309344	600.104		TP_TRANSPORTER: increase in Topotecan intracellular accumulation (Topotecan: 1.9 uM, GF120918: 2 uM) in T8 cells	ATP-binding cassette sub-family G member 2	
15	171070	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078484	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL58	http://ops.rsc.org/OPS540527			null	Activity	InChI=1S/C22H28N4O6/c27-11-9-23-5-7-25-13-1-2-14(26-8-6-24-10-12-28)18-17(13)21(31)19-15(29)3-4-16(30)20(19)22(18)32/h1-4,23-30H,5-12H2	KKZJGLLVHKMTCM-UHFFFAOYSA-N	C1=CC(=C2C(=C1NCCNCCO)C(=O)C3=C(C=CC(=C3C2=O)O)O)NCCNCCO	2.000	Homo sapiens	http://identifiers.org/pubmed/12488537	444.481		TP_TRANSPORTER: Cytotoxicity in MT-4 and MT-4/DOX500 cells	ATP-binding cassette sub-family G member 2	
15	170974	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076833	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL50	http://ops.rsc.org/OPS211841			null	Activity	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	REFJWTPEDVJJIY-UHFFFAOYSA-N	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1.000	Homo sapiens	http://identifiers.org/pubmed/15102949	302.236		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 100 uM, Quercetin: 50 uM) in BCRP-expressing MCF-7 cells	ATP-binding cassette sub-family G member 2	
15	171716	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1743177	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL135	http://ops.rsc.org/OPS307914			null	Activity	InChI=1S/C18H24O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-17,19-20H,2,4,6-9H2,1H3/t14-,15-,16+,17+,18+/m1/s1	VOXZDWNPVJITMN-ZBRFXRBCSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	0.000	Homo sapiens	http://identifiers.org/pubmed/20190787	272.382		Inhibitors of transporters of clinical importance in the absorption and disposition of drugs, BCRP	ATP-binding cassette sub-family G member 2	
15	171008	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076473	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL44	http://ops.rsc.org/OPS324278			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)11-7-20-13-6-10(17)5-12(18)14(13)15(11)19/h1-7,16-18H	TZBJGXHYKVUXJN-UHFFFAOYSA-N	C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	270.237		TP_TRANSPORTER: inhibition of topotecan uptake (Topotecan: 20 uM) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	170933	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077077	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074830	http://ops.rsc.org/OPS687048			null	Activity	InChI=1S/C28H30N4O6/c1-3-28(35)20-11-22-25-18(14-32(22)26(33)19(20)15-38-27(28)34)17(13-31-6-4-30(2)5-7-31)16-10-23-24(12-21(16)29-25)37-9-8-36-23/h10-12,35H,3-9,13-15H2,1-2H3	RVFGKBWWUQOIOU-UHFFFAOYSA-N	CCC1(C2=C(COC1=O)C(=O)N3CC4=C(C5=CC6=C(C=C5N=C4C3=C2)OCCO6)CN7CCN(CC7)C)O	2.000	Homo sapiens	http://identifiers.org/pubmed/11309344	518.561		TP_TRANSPORTER: increase of cytotoxicity by GF120918 in MX3 cells	ATP-binding cassette sub-family G member 2	
15	171022	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078483	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074967	http://ops.rsc.org/OPS974144			null	Activity	InChI=1S/C22H19BrN2O4/c1-3-12-13-6-5-11(23)7-17(13)24-19-14(12)9-25-18(19)8-16-15(20(25)26)10-29-21(27)22(16,28)4-2/h5-8,28H,3-4,9-10H2,1-2H3/t22-/m0/s1	AVCWDSVXRPABRM-QFIPXVFZSA-N	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=CC(=C5)Br	0.000	Homo sapiens	http://identifiers.org/pubmed/15170677	455.301		TP_TRANSPORTER: uptake in BCRP-expressing PC-6 cells	ATP-binding cassette sub-family G member 2	
15	170927	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076847	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074730	http://ops.rsc.org/OPS1661967			null	Activity	InChI=1S/C34H33N3O5.ClH/c1-40-28-9-5-7-26-32(28)36-31-25(33(26)38)6-4-8-27(31)34(39)35-24-12-10-21(11-13-24)14-16-37-17-15-22-18-29(41-2)30(42-3)19-23(22)20-37;/h4-13,18-19H,14-17,20H2,1-3H3,(H,35,39)(H,36,38);1H	IQOJZZHRYSSFJM-UHFFFAOYSA-N	COC1=CC=CC2=C1NC3=C(C2=O)C=CC=C3C(=O)NC4=CC=C(C=C4)CCN5CCC6=CC(=C(C=C6C5)OC)OC.Cl	null	Homo sapiens	http://identifiers.org/pubmed/11309344	600.104		TP_TRANSPORTER: increase in Topotecan intracellular accumulation (Topotecan: 1.9 uM, GF120918: 2 uM) in MX3 cells	ATP-binding cassette sub-family G member 2	
15	171025	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077539	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL176049	http://ops.rsc.org/OPS1555180			null	Activity	InChI=1S/C21H16N2O3.ClH/c1-25-21(24)15-5-3-2-4-14(15)20-16-8-6-12(22)10-18(16)26-19-11-13(23)7-9-17(19)20;/h2-11,22H,23H2,1H3;1H	MYFATKRONKHHQL-UHFFFAOYSA-N	COC(=O)C1=CC=CC=C1C2=C3C=CC(=N)C=C3OC4=C2C=CC(=C4)N.Cl	null	Homo sapiens	http://identifiers.org/pubmed/12668685	380.824		TP_TRANSPORTER: uptake in BCRP-expressing Lactococcus lactis cells	ATP-binding cassette sub-family G member 2	
15	170989	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076818	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL50	http://ops.rsc.org/OPS211841			null	Activity	InChI=1S/C15H10O7/c16-7-4-10(19)12-11(5-7)22-15(14(21)13(12)20)6-1-2-8(17)9(18)3-6/h1-5,16-19,21H	REFJWTPEDVJJIY-UHFFFAOYSA-N	C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O	1.000	Homo sapiens	http://identifiers.org/pubmed/15102949	302.236		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 20 uM, Quercetin: 50 uM) in BCRP-expressing NCI-H460 cells	ATP-binding cassette sub-family G member 2	
15	170958	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076243	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL243664	http://ops.rsc.org/OPS1629954			null	Activity	InChI=1S/C16H12O5/c1-20-11-4-2-9(3-5-11)14-8-13(19)16-12(18)6-10(17)7-15(16)21-14/h2-8,17-18H,1H3	DANYIYRPLHHOCZ-UHFFFAOYSA-N	COC1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	284.264		TP_TRANSPORTER: drug resistance (SN-38) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	171031	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077538	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL428690	http://ops.rsc.org/OPS118552			null	Activity	InChI=1S/C21H20ClNO5/c1-23-7-6-12(17(27)10-23)19-14(24)8-15(25)20-16(26)9-18(28-21(19)20)11-4-2-3-5-13(11)22/h2-5,8-9,12,17,24-25,27H,6-7,10H2,1H3/t12-,17+/m0/s1	BIIVYFLTOXDAOV-YVEFUNNKSA-N	CN1CC[C@@H]([C@@H](C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/14645676	401.840		TP_TRANSPORTER: uptake in BCRP-expressing oocyte cells	ATP-binding cassette sub-family G member 2	
15	171720	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1776249	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1775213	http://ops.rsc.org/OPS372099			null	Activity	InChI=1S/C16H12O4/c1-19-15-7-6-10(8-13(15)17)12-9-16(18)20-14-5-3-2-4-11(12)14/h2-9,17H,1H3	QLRFRBVKUDYGGY-UHFFFAOYSA-N	COC1=C(C=C(C=C1)C2=CC(=O)OC3=CC=CC=C32)O	0.000	Homo sapiens	http://identifiers.org/pubmed/21488686	268.264		Modulation of BCRP in human HCT116 cells assessed as intracellular accumulation of mitoxantrone at 20 uM after 30 mins by flow-cytometry	ATP-binding cassette sub-family G member 2	
15	171061	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078553	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL83	http://ops.rsc.org/OPS374647			null	Activity	InChI=1S/C26H29NO/c1-4-25(21-11-7-5-8-12-21)26(22-13-9-6-10-14-22)23-15-17-24(18-16-23)28-20-19-27(2)3/h5-18H,4,19-20H2,1-3H3/b26-25-	NKANXQFJJICGDU-QPLCGJKRSA-N	CC/C(=C(\C1=CC=CC=C1)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=CC=C3	1.000	Homo sapiens	http://identifiers.org/pubmed/12668685	371.515		TP_TRANSPORTER: ATPase assay in membrane vesicle from BCRP-expressing Lactococcus lactis cells	ATP-binding cassette sub-family G member 2	
15	171047	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076809	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL213947	http://ops.rsc.org/OPS1611247			null	Activity	InChI=1S/C16H19N5O10S/c17-9(16(26)27)2-4-13(22)19-10(15(25)18-6-14(23)24)7-32-12-3-1-8(20(28)29)5-11(12)21(30)31/h1,3,5,9-10H,2,4,6-7,17H2,(H,18,25)(H,19,22)(H,23,24)(H,26,27)/t9-,10+/m0/s1	FXEUKVKGTKDDIQ-VHSXEESVSA-N	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])SC[C@H](C(=O)NCC(=O)O)NC(=O)CC[C@@H](C(=O)O)N	2.000	Homo sapiens	http://identifiers.org/pubmed/12682043	473.415		TP_TRANSPORTER: uptake (vesicle) in membrane vesicles from ABCG2-expressing P388 cells	ATP-binding cassette sub-family G member 2	
15	171021	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078483	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074966	http://ops.rsc.org/OPS974134			null	Activity	InChI=1S/C22H20N2O5/c1-3-12-13-6-5-11(25)7-17(13)23-19-14(12)9-24-18(19)8-16-15(20(24)26)10-29-21(27)22(16,28)4-2/h5-8,25,28H,3-4,9-10H2,1-2H3/t22-/m0/s1	BHLPPDHMSXQHQJ-QFIPXVFZSA-N	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=CC(=C5)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15170677	392.405		TP_TRANSPORTER: uptake in BCRP-expressing PC-6 cells	ATP-binding cassette sub-family G member 2	
15	170957	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076243	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL28	http://ops.rsc.org/OPS1377608			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	KZNIFHPLKGYRTM-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	270.237		TP_TRANSPORTER: drug resistance (SN-38) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	171016	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2075586	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL274070	http://ops.rsc.org/OPS1671927			null	Activity	InChI=1S/C20H17N3O4/c1-2-20(26)13-7-16-17-10(6-11-14(21)4-3-5-15(11)22-17)8-23(16)18(24)12(13)9-27-19(20)25/h3-7,26H,2,8-9,21H2,1H3/t20-/m0/s1	FUXVKZWTXQUGMW-FQEVSTJZSA-N	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5N=C4C3=C2)N)O	0.000	Homo sapiens	http://identifiers.org/pubmed/12810652	363.367		TP_TRANSPORTER: uptake in BCRP-expressing HEK293 cells	ATP-binding cassette sub-family G member 2	
15	170963	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076844	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL28	http://ops.rsc.org/OPS1377608			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	KZNIFHPLKGYRTM-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15102949	270.237		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 100 uM, Apigenin: 50 uM) in BCRP-expressing MCF-7 cells	ATP-binding cassette sub-family G member 2	
15	171480	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL939579	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL513403	http://ops.rsc.org/OPS1118003			null	Activity	InChI=1S/C26H36O4/c1-13-7-9-17-15(11-13)19-21(27)24-20(22(28)23(19)29-25(17,3)4)16-12-14(2)8-10-18(16)26(5,6)30-24/h13-18H,7-12H2,1-6H3/t13-,14-,15-,16-,17-,18-/m1/s1	PREXAGWWLAMIAK-TYENPDHQSA-N	C[C@@H]1CC[C@@H]2[C@@H](C1)C3=C(C(=O)C4=C(C3=O)OC([C@H]5[C@H]4C[C@@H](CC5)C)(C)C)OC2(C)C	1.000	Homo sapiens	http://identifiers.org/pubmed/18954040	412.562		Inhibition of BCRP expressed in HEK293 cells assessed as mitoxantrone accumulation at 10 uM by spectrofluorimetry	ATP-binding cassette sub-family G member 2	
15	171072	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2078484	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL44657	http://ops.rsc.org/OPS1341788			null	Activity	InChI=1S/C29H32O13/c1-11-36-9-20-27(40-11)24(31)25(32)29(41-20)42-26-14-7-17-16(38-10-39-17)6-13(14)21(22-15(26)8-37-28(22)33)12-4-18(34-2)23(30)19(5-12)35-3/h4-7,11,15,20-22,24-27,29-32H,8-10H2,1-3H3/t11-,15+,20-,21-,22+,24-,25-,26-,27-,29+/m1/s1	VJJPUSNTGOMMGY-MRVIYFEKSA-N	C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O	2.000	Homo sapiens	http://identifiers.org/pubmed/12488537	588.557		TP_TRANSPORTER: Cytotoxicity in MT-4 and MT-4/DOX500 cells	ATP-binding cassette sub-family G member 2	
15	171059	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2075190	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL129	http://ops.rsc.org/OPS14046			null	Activity	InChI=1S/C10H13N5O4/c1-5-3-15(10(18)12-9(5)17)8-2-6(13-14-11)7(4-16)19-8/h3,6-8,16H,2,4H2,1H3,(H,12,17,18)/t6-,7+,8+/m0/s1	HBOMLICNUCNMMY-XLPZGREQSA-N	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-]	0.000	Homo sapiens	http://identifiers.org/pubmed/12488537	267.241		TP_TRANSPORTER: Anti-HIV-1 activity in MT-4 and MT-4/DOX500	ATP-binding cassette sub-family G member 2	
15	170999	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076053	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL2074961	http://ops.rsc.org/OPS960627			null	Activity	InChI=1S/C29H35NO2/c1-6-28(23-9-7-22(8-10-23)21(2)3)29(24-11-15-26(31)16-12-24)25-13-17-27(18-14-25)32-20-19-30(4)5/h7-18,21,31H,6,19-20H2,1-5H3/b29-28-	FVVPWVFWOOMXEZ-ZIADKAODSA-N	CC/C(=C(\C1=CC=C(C=C1)O)/C2=CC=C(C=C2)OCCN(C)C)/C3=CC=C(C=C3)C(C)C	1.000	Homo sapiens	http://identifiers.org/pubmed/12533678	429.594		TP_TRANSPORTER: inhibition of topotecan uptake in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	170994	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2077077	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1614650	http://ops.rsc.org/OPS84403			null	Activity	InChI=1S/C24H22FN3O4/c1-3-24(31)14-6-18-21-12(8-28(18)22(29)13(14)9-32-23(24)30)19-16(26)5-4-11-10(2)15(25)7-17(27-21)20(11)19/h6-7,16,31H,3-5,8-9,26H2,1-2H3/t16-,24-/m0/s1	ZVYVPGLRVWUPMP-FYSMJZIKSA-N	CC[C@@]1(C2=C(COC1=O)C(=O)N3CC4=C5[C@H](CCC6=C5C(=CC(=C6C)F)N=C4C3=C2)N)O	0.000	Homo sapiens	http://identifiers.org/pubmed/11309344	435.448		TP_TRANSPORTER: increase of cytotoxicity by GF120918 in MX3 cells	ATP-binding cassette sub-family G member 2	
15	170954	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076243	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL1405	http://ops.rsc.org/OPS608219			null	Activity	InChI=1S/C18H22O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h3,5,10,14-16,19H,2,4,6-9H2,1H3/t14-,15-,16+,18+/m1/s1	DNXHEGUUPJUMQT-CBZIJGRNSA-N	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15205350	270.366		TP_TRANSPORTER: drug resistance (SN-38) in BCRP-expressing K562 cells	ATP-binding cassette sub-family G member 2	
15	171693	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL1692722	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL57	http://ops.rsc.org/OPS1351305			null	Activity	InChI=1S/C15H14N4O/c1-9-6-8-17-14-12(9)18-15(20)11-3-2-7-16-13(11)19(14)10-4-5-10/h2-3,6-8,10H,4-5H2,1H3,(H,18,20)	NQDJXKOVJZTUJA-UHFFFAOYSA-N	CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4	0.000	Homo sapiens	http://identifiers.org/pubmed/21189339	266.298		Activity at BCRP	ATP-binding cassette sub-family G member 2	
15	170977	http://rdf.ebi.ac.uk/resource/chembl/assay/CHEMBL2076830	http://rdf.ebi.ac.uk/resource/chembl/target/CHEMBL5393	http://rdf.ebi.ac.uk/resource/chembl/molecule/CHEMBL28	http://ops.rsc.org/OPS1377608			null	Activity	InChI=1S/C15H10O5/c16-9-3-1-8(2-4-9)13-7-12(19)15-11(18)5-10(17)6-14(15)20-13/h1-7,16-18H	KZNIFHPLKGYRTM-UHFFFAOYSA-N	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O	0.000	Homo sapiens	http://identifiers.org/pubmed/15102949	270.237		TP_TRANSPORTER: increase in mitoxantrone intracellular accumulation (Mitoxantrone: 20 uM, Apigenin: 50 uM) in BCRP-expressing NCI-H460 cells	ATP-binding cassette sub-family G member 2	
